Date of Final Decision,Submission Number,Device,Company,Panel (Lead),Primary Product Code,pdf_url,local_pdf_path
7/23/18,K173444,Quantitative Total Extensible Imaging (QTxI),"AIQ Solutions, Inc.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K173444.pdf,Data/FDA Summary Statements/2026-04-16_K173444.pdf
7/18/18,K173327,DIP/U.S. Urine Analysis Test System,Healthy.io Ltd,Clinical Chemistry,JIL,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K173327.pdf,Data/FDA Summary Statements/2026-04-16_K173327.pdf
7/10/18,K181572,Workflow Box,Mirada Medical Ltd.,Radiology,QKB,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K181572.pdf,Data/FDA Summary Statements/2026-04-16_K181572.pdf
7/10/18,K181574,Uscan,"EchoNous, Inc.",Radiology,IYO,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K181574.pdf,Data/FDA Summary Statements/2026-04-16_K181574.pdf
6/29/18,K180038,NuVasive Pulse System,"NuVasive, Incorporated",Neurology,OLO,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K180038.pdf,Data/FDA Summary Statements/2026-04-16_K180038.pdf
6/26/18,K173574,DenSeeMammo,Statlife,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K173574.pdf,Data/FDA Summary Statements/2026-04-16_K173574.pdf
6/14/18,K173780,EchoMD Automated Ejection Fraction Software,"Bay Labs, Inc.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K173780.pdf,Data/FDA Summary Statements/2026-04-16_K173780.pdf
6/13/18,K172983,HealthCCS,Zebra Medical Vision Ltd.,Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K172983.pdf,Data/FDA Summary Statements/2026-04-16_K172983.pdf
6/12/18,DEN170043,DreaMed Advisor Pro,"DreaMed Diabetes, Ltd.",Clinical Chemistry,QCC,https://www.accessdata.fda.gov/cdrh_docs/pdf17/DEN170043.pdf,Data/FDA Summary Statements/2026-04-16_DEN170043.pdf
6/5/18,K173821,LungQ Software,Thirona Corporation,Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K173821.pdf,Data/FDA Summary Statements/2026-04-16_K173821.pdf
5/25/18,K180163,TransEnterix Senhance Surgical System,"TransEnterix, Inc.",Gastroenterology-Urology,NAY,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K180163.pdf,Data/FDA Summary Statements/2026-04-16_K180163.pdf
5/24/18,DEN180005,OsteoDetect,"Imagen Technologies, Inc.",Radiology,QBS,https://www.accessdata.fda.gov/cdrh_docs/pdf18/DEN180005.pdf,Data/FDA Summary Statements/2026-04-16_DEN180005.pdf
5/14/18,K173810,Ventripoint Medical System Plus (VMS+),"Ventripoint Diagnostics, Ltd.",Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K173810.pdf,Data/FDA Summary Statements/2026-04-16_K173810.pdf
5/14/18,K180799,Clarius Ultrasound Scanner,Clarius Mobile Health Corp.,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K180799.pdf,Data/FDA Summary Statements/2026-04-16_K180799.pdf
5/2/18,K180599,Venue,"GE Medical Systems Ultrasound and Primary Care Diagnostics,",Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K180599.pdf,Data/FDA Summary Statements/2026-04-16_K180599.pdf
5/1/18,K172959,PeraServer and PeraTrend,"PeraHealth, Inc.",Cardiovascular,MWI,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K172959.pdf,Data/FDA Summary Statements/2026-04-16_K172959.pdf
4/20/18,K180161,Viz CTP,"Viz.ai, Inc.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K180161.pdf,Data/FDA Summary Statements/2026-04-16_K180161.pdf
4/16/18,K180126,SOZO,ImpediMed Limited,Cardiovascular,OBH,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K180126.pdf,Data/FDA Summary Statements/2026-04-16_K180126.pdf
4/11/18,DEN180001,IDx-DR,"IDx, LLC",Ophthalmic,PIB,https://www.accessdata.fda.gov/cdrh_docs/pdf18/DEN180001.pdf,Data/FDA Summary Statements/2026-04-16_DEN180001.pdf
4/5/18,K180589,DR 800 with MUSICA Dynamic,Agfa HealthCare N.V.,Radiology,JAA,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K180589.pdf,Data/FDA Summary Statements/2026-04-16_K180589.pdf
3/16/18,DEN160044,Acumen Hypotension Prediction Index (HPI) Feature Software,Edwards Lifesciences LLC,Cardiovascular,QAQ,https://www.accessdata.fda.gov/cdrh_docs/pdf16/DEN160044.pdf,Data/FDA Summary Statements/2026-04-16_DEN160044.pdf
3/15/18,K173839,Tissue of Origin Test Kit-FFPE,"Cancer Genetics, Inc.",Clinical Toxcicology,OIW,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K173839.pdf,Data/FDA Summary Statements/2026-04-16_K173839.pdf
3/9/18,K173939,Quantib Brain,Quantib BV,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K173939.pdf,Data/FDA Summary Statements/2026-04-16_K173939.pdf
3/8/18,K173605,iQMR,Medic Vision - Imaging Solutions Ltd,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K173605.pdf,Data/FDA Summary Statements/2026-04-16_K173605.pdf
2/23/18,K170540,DM-Density,"Densitas, Inc.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K170540.pdf,Data/FDA Summary Statements/2026-04-16_K170540.pdf
2/13/18,DEN170073,ContaCT,"Viz.Al, Inc.",Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf17/DEN170073.pdf,Data/FDA Summary Statements/2026-04-16_DEN170073.pdf
2/8/18,K180091,UNiD Spine Analyzer,Medicrea International,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K180091.pdf,Data/FDA Summary Statements/2026-04-16_K180091.pdf
1/25/18,K173542,Arterys Oncology DL,Arterys Inc.,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K173542.pdf,Data/FDA Summary Statements/2026-04-16_K173542.pdf
1/12/18,K173588,Illumeo System,"Philips Medical Systems Technologies, Ltd.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K173588.pdf,Data/FDA Summary Statements/2026-04-16_K173588.pdf
1/11/18,K171122,CEREC Ortho Software,Dentsply Sirona,Dental,PNN,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K171122.pdf,Data/FDA Summary Statements/2026-04-16_K171122.pdf
1/8/18,K171328,cNeuro cMRI,Combinostics Oy,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K171328.pdf,Data/FDA Summary Statements/2026-04-16_K171328.pdf
1/4/18,K171056,WAVE Clinical Platform,"Excel Medical Electronics, LLC",Cardiovascular,MWI,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K171056.pdf,Data/FDA Summary Statements/2026-04-16_K171056.pdf
12/27/17,K173420,Radiomics App v1.0,Microsoft Corp.,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K173420.pdf,Data/FDA Summary Statements/2026-04-16_K173420.pdf
12/22/17,K172507,SOZO,ImpediMed Limited,Cardiovascular,DSB,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K172507.pdf,Data/FDA Summary Statements/2026-04-16_K172507.pdf
11/7/17,K163694,"Rooti Rx ECG Event Recorder, Rooti Link APP Software",Rooti Labs Ltd.,Cardiovascular,DRG,https://www.accessdata.fda.gov/cdrh_docs/pdf16/K163694.pdf,Data/FDA Summary Statements/2026-04-16_K163694.pdf
10/27/17,K172803,Infinitt PACS 7.0,"Infinitt Healthcare Co.,Ltd.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K172803.pdf,Data/FDA Summary Statements/2026-04-16_K172803.pdf
10/20/17,K163623,Quantra,"HOLOGIC, INC.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf16/K163623.pdf,Data/FDA Summary Statements/2026-04-16_K163623.pdf
9/27/17,K171936,Peerbridge Cor(TM) System,Peerbridge Health INc.,Cardiovascular,DSH,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K171936.pdf,Data/FDA Summary Statements/2026-04-16_K171936.pdf
9/15/17,K172356,BladderScan Prime PLUS System,Verathon Incorporated,Radiology,IYO,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K172356.pdf,Data/FDA Summary Statements/2026-04-16_K172356.pdf
9/14/17,K172385,Clarius Ultrasound System,Clarius Mobile Health Corp.,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K172385.pdf,Data/FDA Summary Statements/2026-04-16_K172385.pdf
9/7/17,K170981,NeuroQuant,"CorTechs Labs, Inc",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K170981.pdf,Data/FDA Summary Statements/2026-04-16_K170981.pdf
8/17/17,K163339,SPECTRALMD DEEPVIEW WOUND IMAGING SYSTEM 2.0,"SPECTRALMD, INC.",Cardiovascular,DPT,https://www.accessdata.fda.gov/cdrh_docs/pdf16/K163339.pdf,Data/FDA Summary Statements/2026-04-16_K163339.pdf
8/11/17,K172122,SOZO,ImpediMed Limited,Cardiovascular,OBH,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K172122.pdf,Data/FDA Summary Statements/2026-04-16_K172122.pdf
8/1/17,K171315,Advanced RBC Application,Cella Vision AB,Hematology,JOY,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K171315.pdf,Data/FDA Summary Statements/2026-04-16_K171315.pdf
7/19/17,DEN170022,QuantX,"Quantitative Insights, Inc",Radiology,POK,https://www.accessdata.fda.gov/cdrh_docs/pdf17/DEN170022.pdf,Data/FDA Summary Statements/2026-04-16_DEN170022.pdf
6/28/17,P150046,NEVISENSE,SCIBASE AB,General and Plastic Surgery,ONV,https://www.accessdata.fda.gov/cdrh_docs/pdf15/P150046.pdf,Not Found
6/26/17,K170568,CardioLogs ECG Analysis Platform,Cardiologs Technologies,Cardiovascular,DPS,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K170568.pdf,Data/FDA Summary Statements/2026-04-16_K170568.pdf
6/9/17,K170747,syngo Application Software,"Siemens Medical Solutions, USA, Inc.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K170747.pdf,Data/FDA Summary Statements/2026-04-16_K170747.pdf
6/7/17,K170250,SmartTarget,"SmartTarget, Ltd.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K170250.pdf,Data/FDA Summary Statements/2026-04-16_K170250.pdf
5/24/17,K170172,UNiD Spine Analyzer,MEDICREA INTERNATIONAL,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K170172.pdf,Data/FDA Summary Statements/2026-04-16_K170172.pdf
5/11/17,K163622,Lung Vision,BODY VISION MEDICAL LTD.,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf16/K163622.pdf,Data/FDA Summary Statements/2026-04-16_K163622.pdf
5/5/17,K163665,MATRx plus,Zephyr Sleep Technologies,Anesthesiology,MNR,https://www.accessdata.fda.gov/cdrh_docs/pdf16/K163665.pdf,Data/FDA Summary Statements/2026-04-16_K163665.pdf
4/26/17,K170069,AmCAD-UV,AmCad BioMed Corporation,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K170069.pdf,Data/FDA Summary Statements/2026-04-16_K170069.pdf
4/6/17,DEN160026,23andMe Personal Genome Service (PGS) Genetic Health Risk Test for Hereditary Thrombophilia,"23andMe, Inc.",Immunology,PTA,https://www.accessdata.fda.gov/cdrh_docs/pdf16/DEN160026.pdf,Data/FDA Summary Statements/2026-04-16_DEN160026.pdf
3/24/17,P160009,PowerLook® Tomo Detection Software,iCAD Inc,Radiology,MYN,https://www.accessdata.fda.gov/cdrh_docs/pdf16/P160009.pdf,Not Found
2/23/17,K162855,Reveal LINQ,"Medtronic, Inc.",Cardiovascular,MXD,https://www.accessdata.fda.gov/cdrh_docs/pdf16/K162855.pdf,Data/FDA Summary Statements/2026-04-16_K162855.pdf
2/14/17,K162830,SIS Software,"Surgical Information Sciences, Inc.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf16/K162830.pdf,Data/FDA Summary Statements/2026-04-16_K162830.pdf
1/6/17,K163013,Quantib Brain 1.2,Quantib BV,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf16/K163013.pdf,Data/FDA Summary Statements/2026-04-16_K163013.pdf
1/5/17,K163253,Arterys Cardio DL,ARTERYS INC.,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf16/K163253.pdf,Data/FDA Summary Statements/2026-04-16_K163253.pdf
12/28/16,K161959,ClearView cCAD,ClearView Diagnostics Inc.,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf16/K161959.pdf,Data/FDA Summary Statements/2026-04-16_K161959.pdf
12/7/16,K161322,CT CoPilot,"ZEPMED, LLC.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf16/K161322.pdf,Data/FDA Summary Statements/2026-04-16_K161322.pdf
11/30/16,K161834,One Drop Blood Glucose Monitoring System,"AgaMatrix, Inc.",Clinical Chemistry,NBW,https://www.accessdata.fda.gov/cdrh_docs/pdf16/K161834.pdf,Data/FDA Summary Statements/2026-04-16_K161834.pdf
11/30/16,K163138,Clarius Ultrasound System,Clarius Mobile Health Corp.,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf16/K163138.pdf,Data/FDA Summary Statements/2026-04-16_K163138.pdf
11/9/16,P150043,QVCAD System,"QView Medical, Inc.",Radiology,MYN,https://www.accessdata.fda.gov/cdrh_docs/pdf15/P150043.pdf,Not Found
10/19/16,K160401,Tyto Stethoscope,Tyto Care Ltd.,Cardiovascular,DQD,https://www.accessdata.fda.gov/cdrh_docs/pdf16/K160401.pdf,Data/FDA Summary Statements/2026-04-16_K160401.pdf
9/22/16,K161068,Ahead 300,BRAINSCOPE COMPANY INC,Neurology,PIW,https://www.accessdata.fda.gov/cdrh_docs/pdf16/K161068.pdf,Data/FDA Summary Statements/2026-04-16_K161068.pdf
9/19/16,K161625,PixelShine,ALGOMEDICA,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf16/K161625.pdf,Data/FDA Summary Statements/2026-04-16_K161625.pdf
9/9/16,K161201,ClearRead CT,"RIVERAIN TECHNOLOGIES, LLC",Radiology,OEB,https://www.accessdata.fda.gov/cdrh_docs/pdf16/K161201.pdf,Data/FDA Summary Statements/2026-04-16_K161201.pdf
8/24/16,K161772,FFRct,"HEARTFLOW, INC.",Cardiovascular,PJA,https://www.accessdata.fda.gov/cdrh_docs/pdf16/K161772.pdf,Data/FDA Summary Statements/2026-04-16_K161772.pdf
8/9/16,K161148,icobrain,Icometrix,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf16/K161148.pdf,Data/FDA Summary Statements/2026-04-16_K161148.pdf
8/5/16,K160338,Triton System,GAUSS SURGICAL INC.,General Hospital,PBZ,https://www.accessdata.fda.gov/cdrh_docs/pdf16/K160338.pdf,Data/FDA Summary Statements/2026-04-16_K160338.pdf
7/28/16,K161382,LVivo Software Application,"DIACARDIO, LTD.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf16/K161382.pdf,Data/FDA Summary Statements/2026-04-16_K161382.pdf
7/15/16,K160016,Steth IO,"STRATOSCIENTIFIC, INC.",Cardiovascular,DQD,https://www.accessdata.fda.gov/cdrh_docs/pdf16/K160016.pdf,Data/FDA Summary Statements/2026-04-16_K160016.pdf
7/7/16,K160088,Cydar EV,Cydar Ltd.,Radiology,OWB,https://www.accessdata.fda.gov/cdrh_docs/pdf16/K160088.pdf,Data/FDA Summary Statements/2026-04-16_K160088.pdf
6/17/16,K153351,Quantib Brain 1,QUANTIB BV,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf15/K153351.pdf,Data/FDA Summary Statements/2026-04-16_K153351.pdf
1/13/16,K152733,FFRct,"HEARTFLOW, INC.",Cardiovascular,PJA,https://www.accessdata.fda.gov/cdrh_docs/pdf15/K152733.pdf,Data/FDA Summary Statements/2026-04-16_K152733.pdf
1/7/16,K153427,Volpara Imaging Software,Matakina Technology LTD,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf15/K153427.pdf,Data/FDA Summary Statements/2026-04-16_K153427.pdf
12/21/15,K150817,Dario Blood Glucose Monitoring System,LabStyle Innovations Ltd.,Clinical Chemistry,NBW,https://www.accessdata.fda.gov/cdrh_docs/pdf15/K150817.pdf,Data/FDA Summary Statements/2026-04-16_K150817.pdf
11/5/15,K150102,SnoreSounds,"APPIAN MEDICAL, INC.",Anesthesiology,MNR,https://www.accessdata.fda.gov/cdrh_docs/pdf15/K150102.pdf,Data/FDA Summary Statements/2026-04-16_K150102.pdf
6/11/15,K142512,Personalized Physiology Analytics Engine software,"VGBio, Inc (DBA PhysIQ)",Cardiovascular,PLB,https://www.accessdata.fda.gov/cdrh_docs/pdf14/K142512.pdf,Data/FDA Summary Statements/2026-04-16_K142512.pdf
5/15/15,K143643,Brainscope Ahead 200,"BRAINSCOPE COMPANY, INC.",Neurology,PIW,https://www.accessdata.fda.gov/cdrh_docs/pdf14/K143643.pdf,Data/FDA Summary Statements/2026-04-16_K143643.pdf
4/24/15,K142918,EndoTool SubQ,MONARCH MEDICAL TECHNOLOGIES,Anesthesiology,NDC,https://www.accessdata.fda.gov/cdrh_docs/pdf14/K142918.pdf,Data/FDA Summary Statements/2026-04-16_K142918.pdf
2/27/15,K141922,IRIS INTELLIGENT RETINAL IMAGING SYSTEM,"INTELLIGENT RETINAL IMAGING SYSTEMS, LLC",Radiology,NFJ,https://www.accessdata.fda.gov/cdrh_docs/pdf14/K141922.pdf,Data/FDA Summary Statements/2026-04-16_K141922.pdf
11/17/14,DEN140025,BrainScope Ahead 100,"BRAINSCOPE COMPANY, INC",Neurology,PIW,https://www.accessdata.fda.gov/cdrh_docs/pdf14/DEN140025.pdf,Data/FDA Summary Statements/2026-04-16_DEN140025.pdf
10/10/14,K142037,QUANTRA,"HOLOGIC, INC.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf14/K142037.pdf,Data/FDA Summary Statements/2026-04-16_K142037.pdf
9/17/14,K141069,Lung Density Analysis,IMBIO LLC,Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf14/K141069.pdf,Data/FDA Summary Statements/2026-04-16_K141069.pdf
8/22/14,K141480,CVI42,CIRCLE CARDIOVASCULAR IMAGING INC,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf14/K141480.pdf,Data/FDA Summary Statements/2026-04-16_K141480.pdf
4/22/14,K133649,HEPATIC VCAR,GE MEDICAL SYSTEMS SCS,Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf13/K133649.pdf,Data/FDA Summary Statements/2026-04-16_K133649.pdf
1/24/14,K133259,YSIO MAX,"SIEMENS MEDICAL SOLUTIONS USA, INC.",Radiology,KPR,https://www.accessdata.fda.gov/cdrh_docs/pdf13/K133259.pdf,Data/FDA Summary Statements/2026-04-16_K133259.pdf
11/21/13,K130831,MALDI BIOTYPER CA (MBT-CA) SYSTEM,"BRUKER DALTONICS, INC",Microbiology,PEX,https://www.accessdata.fda.gov/cdrh_docs/pdf13/K130831.pdf,Data/FDA Summary Statements/2026-04-16_K130831.pdf
9/4/13,K131044,SENSICARDIAC MOBI DIAGNOSTIC HEART MURMUR APPLICATION,DIACOUSTIC MEDICAL DEVICES (PTY) LTD.,Cardiovascular,DQD,https://www.accessdata.fda.gov/cdrh_docs/pdf13/K131044.pdf,Data/FDA Summary Statements/2026-04-16_K131044.pdf
8/21/13,DEN130013,VITEK MS,"BIOMERIEUX, INC.",Microbiology,PEX,https://www.accessdata.fda.gov/cdrh_docs/pdf13/DEN130013.pdf,Not Found
3/22/13,K120771,UNICEL DXH 800 COULTER CELLULAR ANALYSIS SYSTEM,"BECKMAN COULTER, INC.",Hematology,GKZ,https://www.accessdata.fda.gov/cdrh_docs/pdf12/K120771.pdf,Data/FDA Summary Statements/2026-04-16_K120771.pdf
12/27/12,P110014,DUNE MEDICAL DEVICES MARGINPROBE SYSTEM,"Dilon Medical Technologies, Ltd.",General and Plastic Surgery,OEE,https://www.accessdata.fda.gov/cdrh_docs/pdf11/P110014.pdf,Not Found
12/27/12,K123526,CLEARREAD +CONFIRM,RIVERAIN TECHNOLOGIES,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf12/K123526.pdf,Data/FDA Summary Statements/2026-04-16_K123526.pdf
7/27/12,K121617,SENSICARDIAC,DIACOUSTIC MEDICAL (PTY),Cardiovascular,DQD,https://www.accessdata.fda.gov/cdrh_docs/pdf12/K121617.pdf,Data/FDA Summary Statements/2026-04-16_K121617.pdf
5/17/12,K120489,TISSUE OF ORIGIN TEST KIT FFPE,"PATHWORK DIAGNOSTICS, INC.",Clinical Toxcicology,OIW,https://www.accessdata.fda.gov/cdrh_docs/pdf12/K120489.pdf,Data/FDA Summary Statements/2026-04-16_K120489.pdf
4/13/12,K120161,ALPHAPOINT IMAGING SOFTWARE,"RADLOGICS, INC.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf12/K120161.pdf,Data/FDA Summary Statements/2026-04-16_K120161.pdf
12/28/11,K111776,DELTAVIEW MODEL 2.1,"RIVERAIN MEDICAL GROUP,LLC",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf11/K111776.pdf,Data/FDA Summary Statements/2026-04-16_K111776.pdf
11/1/11,P090012,MELAFIND,"STRATA SKIN SCIENCES, INC.",General and Plastic Surgery,OYD,https://www.accessdata.fda.gov/cdrh_docs/pdf09/P090012.pdf,Not Found
9/16/11,K102778,CELLAVISION DM1200 WITH THE BODY FLUID APPLICTION,CELLAVISION AB,Hematology,JOY,https://www.accessdata.fda.gov/cdrh_docs/pdf10/K102778.pdf,Data/FDA Summary Statements/2026-04-16_K102778.pdf
6/8/10,K092967,PATHWORK TISSUE OF ORIGIN TEST KIT-FFPE (ORIGIN TEST KIT-FFPE,PATHWORK DIAGNOSTICS,Clinical Toxcicology,OIW,https://www.accessdata.fda.gov/cdrh_docs/pdf09/K092967.pdf,Not Found
5/12/10,K092116,EASYCELL CELL LOCATOR,MEDICA CORP.,Hematology,JOY,https://www.accessdata.fda.gov/cdrh_docs/pdf09/K092116.pdf,Not Found
12/5/08,K080595,CELLAVISION DM96 WITH THE BODY FLUID APPLICATION,CELLAVISION AB,Hematology,JOY,https://www.accessdata.fda.gov/cdrh_docs/pdf08/K080595.pdf,Not Found
9/12/08,K082483,QUANTRA,"HOLOGIC, INC.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf08/K082483.pdf,Not Found
7/30/08,K080896,PATHWORK DIAGNOSTICS TISSUE OF ORIGIN TEST,"PATHWORK DIAGNOSTICS, INC.",Clinical Toxcicology,OIW,https://www.accessdata.fda.gov/cdrh_docs/pdf08/K080896.pdf,Not Found
7/17/08,K081140,VISENSIA,OBS MEDICAL,Cardiovascular,MHX,https://www.accessdata.fda.gov/cdrh_docs/pdf08/K081140.pdf,Not Found
5/15/08,K080762,"IB NEURO, VERSION 1.0","IMAGING BIOMETRICS, LLC",Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf08/K080762.pdf,Not Found
3/16/06,P040028,LUMA CERVICAL IMAGING SYSTEM,SPECTRA SCIENCE,Obstetrics and Gynecology,MWM,https://www.accessdata.fda.gov/cdrh_docs/pdf04/P040028.pdf,Not Found
10/27/05,K043341,BIOPLEX 2200 ANA SCREEN WITH MEDICAL DECISION SUPPORT SOFTWARE FOR USE WITH BIOPLEX 2200 MULTI-ANALYTE DETECTION SYSTEM,"BIO-RAD LABORATORIES, INC.",Clinical Toxcicology,NVI,https://www.accessdata.fda.gov/cdrh_docs/pdf04/K043341.pdf,Not Found
2/10/04,K033840,CELLAVISION DM96 AUTOMATIC HEMATOLOGY ANALYZER,CELLAVISION AB,Hematology,JOY,https://www.accessdata.fda.gov/cdrh_docs/pdf03/K033840.pdf,Not Found
1/31/02,P010034,SECOND LOOK ™,"ICAD, INC.",Radiology,MYN,https://www.accessdata.fda.gov/cdrh_docs/pdf01/P010034.pdf,Not Found
7/12/01,P000041,RAPIDSCREEN RS-2000,RIVERAIN MEDICAL GROUP,Radiology,MYN,https://www.accessdata.fda.gov/cdrh_docs/pdf00/P000041.pdf,Not Found
3/15/01,K003301,DIFFMASTER OCTAVIA AUTOMATIC HEMATOLOGY ANALYZER,CELLAVISION AB,Hematology,JOY,https://www.accessdata.fda.gov/cdrh_docs/pdf00/K003301.pdf,Not Found
9/2/98,P980025,LOGICON CARIES DETECTOR,CARESTREAM DENTAL LLC,Radiology,MYN,https://www.accessdata.fda.gov/cdrh_docs/pdf98/P980025.pdf,Not Found
6/26/98,P970058,M1000 IMAGECHECKER,"Hologic, Inc.",Radiology,MYN,https://www.accessdata.fda.gov/cdrh_docs/pdf97/P970058.pdf,Not Found
3/11/97,K955841,SLEEP SYSTEM FOR CLINICS & RESEARCH,COMPUMEDICS PTD LTD.,Anesthesiology,MNR,https://www.accessdata.fda.gov/cdrh_docs/pdf95/K955841.pdf,Not Found
