level,label,bucket,reason,consequential,n_occurrences,n_trials,example_nct,parser_rules_version
class,Stage 2 DOT,,unrecognized,False,1,1,NCT01960257,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stage 2 Re-Randomization,,unrecognized,False,1,1,NCT02368002,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stage 2 Sanofi,,unrecognized,False,1,1,NCT05000216,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stage 2 WOT,,unrecognized,False,1,1,NCT01960257,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stage 3,,unrecognized,False,1,1,NCT05306873,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stage A,,unrecognized,False,1,1,NCT04281472,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stage B,,unrecognized,False,1,1,NCT04281472,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stage1 2 g (curcumin): Female,female,mapped,True,1,1,NCT00365209,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stage1 2 g (curcumin): Male,male,mapped,True,1,1,NCT00365209,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stage2 4 g (curcumin): Female,female,mapped,True,1,1,NCT00365209,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stage2 4 g (curcumin): Male,male,mapped,True,1,1,NCT00365209,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stakeholders,,unrecognized,False,1,1,NCT03916146,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stanford,,unrecognized,False,1,1,NCT03369067,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Step 1,,unrecognized,False,1,1,NCT03635788,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Step 2,,unrecognized,False,1,1,NCT03635788,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stepped wedge,,unrecognized,False,1,1,NCT01918072,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Straight (heterosexual),,sexual_orientation,True,1,1,NCT05692960,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Straight / Heterosexual,,sexual_orientation,True,1,1,NCT03552978,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Straight or heterosexual,,sexual_orientation,True,1,1,NCT04108988,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,"Straight, heterosexual",,sexual_orientation,True,1,1,NCT06281171,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Straight/Heterosexual,,sexual_orientation,True,1,1,NCT01687218,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stratification: Women Age 65 and Older,female,mapped,True,1,1,NCT02991534,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stratification: Women Less Than Age 65,female,mapped,True,1,1,NCT02991534,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stroke Survivor Participant,,unrecognized,False,1,1,NCT05672628,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Strongly Agree,,unrecognized,True,1,1,NCT03808883,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Strongly Disagree,,unrecognized,True,1,1,NCT03808883,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Student,,unrecognized,False,1,1,NCT05965323,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Student - Female,female,mapped,True,1,1,NCT03901274,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Student - Male,male,mapped,True,1,1,NCT03901274,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Student - Missing or Prefer Not to Answer,unknown,mapped,True,1,1,NCT03901274,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Student - Nonbinary / Gender Non-Conforming,gender_diverse,mapped,True,1,1,NCT03901274,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Student Gender,,unrecognized,False,1,1,NCT03740113,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Student gender (number that are male) by cluster.,male,mapped,True,1,1,NCT03694418,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Student participants,,unrecognized,False,1,1,NCT03766906,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Students,,unrecognized,False,6,1,NCT04752189,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Students,,unrecognized,False,1,1,NCT03132805,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Students: Female,female,mapped,True,1,1,NCT00612690,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Students: Male,male,mapped,True,1,1,NCT00612690,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Study 1,,unrecognized,False,1,1,NCT04169373,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Study 1-RYGB vs Caloric Restriction,,unrecognized,False,1,1,NCT02762708,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Study 2,,unrecognized,False,1,1,NCT04169373,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Study 2-Exendin (9,39) Amide Study",,unrecognized,False,1,1,NCT02762708,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Study A (men with a normal sperm concentration),male,mapped,True,1,1,NCT03553927,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Study A05 Non-autopsy Cases,,unrecognized,False,1,1,NCT03901092,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Study A16 Autopsy Cases,,unrecognized,False,1,1,NCT03901092,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Study B (men with a low sperm concentration),male,mapped,True,1,1,NCT03553927,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Study completers,,unrecognized,False,1,1,NCT02349893,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Study dropouts,,unrecognized,False,1,1,NCT02349893,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sub Study,,unrecognized,False,1,1,NCT04625725,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sub-Study,,unrecognized,False,1,1,NCT01970410,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sub-Study Participants,,unrecognized,False,1,1,NCT02906787,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sub-population A,,unrecognized,False,1,1,NCT02844439,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sub-population B,,unrecognized,False,1,1,NCT02844439,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sub-study,,unrecognized,False,1,1,NCT04717934,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Subject 01-001,,unrecognized,False,1,1,NCT02718625,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Subject 01-002,,unrecognized,False,1,1,NCT02718625,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Subject 01-008,,unrecognized,False,1,1,NCT02718625,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Substudy A: Sex/Gender,,unrecognized,False,1,1,NCT04885530,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Substudy B: Sex/Gender,,unrecognized,False,1,1,NCT04885530,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Substudy C: Sex/Gender,,unrecognized,False,1,1,NCT04885530,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Substudy D: Sex/Gender,,unrecognized,False,1,1,NCT04885530,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Substudy E: Sex/Gender,,unrecognized,False,1,1,NCT04885530,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Substudy F: Sex/Gender,,unrecognized,False,1,1,NCT04885530,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Substudy G: Sex/Gender,,unrecognized,False,1,1,NCT04885530,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Successful Sexual Intercourse (Satisfaction),,unrecognized,False,1,1,NCT00512707,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Successful sexual Intercourse(Ejaculations),,unrecognized,False,1,1,NCT00512707,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Support persons,,unrecognized,False,1,1,NCT04347291,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sustainability,,unrecognized,False,1,1,NCT01875861,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Switching arm: Humira and PF-06410293 (Adalimumab),,structural_or_group,False,1,1,NCT04230213,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Syphilis,,unrecognized,True,1,1,NCT03881007,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,TGNCNB* individual,gender_diverse,mapped,True,1,1,NCT05140421,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,TNBC,,unrecognized,False,1,1,NCT03004183,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,TWO SPIRIT,gender_diverse,mapped,True,1,1,NCT04804072,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Targeted Children,,unrecognized,False,1,1,NCT02873715,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Teachers,,unrecognized,False,6,1,NCT04752189,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Teachers: Female,female,mapped,True,1,1,NCT00612690,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Teachers: Male,male,mapped,True,1,1,NCT00612690,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Teen Female,female,mapped,True,1,1,NCT03592186,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Teen Gender,,unrecognized,False,1,1,NCT03521115,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Teen Male,male,mapped,True,1,1,NCT03592186,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Teen Other / Prefer not to answer,unknown,mapped,True,1,1,NCT03592186,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Teen Participants,,unrecognized,False,1,1,NCT03506880,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Thailand/Mae Ramat,,unrecognized,False,1,1,NCT00440999,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Thailand/Mae Sot,,unrecognized,False,1,1,NCT00440999,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,The Children's Hospital Colorado Base ED,,unrecognized,False,1,1,NCT01657344,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,The Children's Hospital Colorado Satellite ED,,unrecognized,False,1,1,NCT01657344,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,They/Them/Their,,unrecognized,False,1,1,NCT03177148,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Third gender,gender_diverse,mapped,True,1,1,NCT04498143,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Titration period - Female,female,mapped,True,1,1,NCT00538863,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Titration period - Male,male,mapped,True,1,1,NCT00538863,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Total Participants,,unrecognized,False,1,1,NCT03078868,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Total Sample,,unrecognized,False,1,1,NCT05374798,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Total score,,unrecognized,False,1,1,NCT00351819,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Training,,unrecognized,False,1,1,NCT06487390,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Trandgender,gender_diverse,mapped,True,1,1,NCT04147897,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Trans,gender_diverse,mapped,True,1,1,NCT03231358,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Trans Female,ambiguous,mapped,True,1,1,NCT04168645,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Trans Female,ambiguous,mapped,True,1,1,NCT06352840,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Trans Female/Trans Girl,ambiguous,mapped,True,1,1,NCT05900700,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Trans Feminine,gender_diverse,mapped,True,1,1,NCT03803683,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Trans Male,ambiguous,mapped,True,1,1,NCT04168645,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Trans Male,ambiguous,mapped,True,1,1,NCT06352840,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Trans Male/Trans Boy,ambiguous,mapped,True,1,1,NCT05900700,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Trans Man/Trans Masculine/Male,ambiguous,mapped,True,1,1,NCT06615401,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Trans Masculine/ Male to Female,ambiguous,mapped,True,1,1,NCT02401867,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Trans Woman/Trans Feminine/Female,ambiguous,mapped,True,1,1,NCT06615401,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Trans boy/man,ambiguous,mapped,True,1,1,NCT05521906,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Trans female,ambiguous,mapped,True,1,1,NCT04036396,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Trans female / trans w,ambiguous,mapped,True,1,1,NCT04768114,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Trans female, trans woman, or transfeminine",ambiguous,mapped,True,1,1,NCT03320512,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Trans feminine,gender_diverse,mapped,True,1,1,NCT04498143,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Trans girl/woman,ambiguous,mapped,True,1,1,NCT05521906,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Trans male,ambiguous,mapped,True,1,1,NCT04896593,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Trans male/Trans man,ambiguous,mapped,True,1,1,NCT03794986,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Trans male/trans man,ambiguous,mapped,True,1,1,NCT03487796,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Trans man,ambiguous,mapped,True,1,1,NCT03242954,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Trans masculine,gender_diverse,mapped,True,1,1,NCT04498143,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Trans or Gender non confirming,gender_diverse,mapped,True,1,1,NCT05254379,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Trans or NonBinary,gender_diverse,mapped,True,1,1,NCT03707158,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Trans or non-binary,gender_diverse,mapped,True,1,1,NCT02707692,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Trans person,gender_diverse,mapped,True,1,1,NCT03210701,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Trans woman,ambiguous,mapped,True,1,1,NCT03242954,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Trans woman,ambiguous,mapped,True,1,1,NCT05187442,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Trans-female,ambiguous,mapped,True,1,1,NCT04307394,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Trans-male,ambiguous,mapped,True,1,1,NCT04307394,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Trans/FTM,gender_diverse,mapped,True,1,1,NCT02427399,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Trans/Other gender identity,gender_diverse,mapped,True,1,1,NCT03654690,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Trans/nonbinary,gender_diverse,mapped,True,1,1,NCT03867734,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,TransMale,male,mapped,True,2,1,NCT04446910,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Transactional Sex Work Involvement,,unrecognized,True,1,1,NCT03313310,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Transexual,,unrecognized,True,1,1,NCT04233372,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Transexual or Non-Conforming Transgender or nonconforming,gender_diverse,mapped,True,1,1,NCT03166709,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Transfemale,male,mapped,False,1,1,NCT01781806,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Transfemale or Transwoman,gender_diverse,mapped,True,1,1,NCT03313310,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Transfemale/trans woman,ambiguous,mapped,True,1,1,NCT05906784,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Transformista,,unrecognized,True,1,1,NCT06316102,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Transgender (Female-to-Male),ambiguous,mapped,True,1,1,NCT05280756,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Transgender (Male to Female),ambiguous,mapped,True,1,1,NCT01354314,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Transgender (Male to Female),ambiguous,mapped,True,1,1,NCT02460692,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Transgender (Male-to-Female),ambiguous,mapped,True,1,1,NCT05280756,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Transgender (female to male),ambiguous,mapped,True,1,1,NCT04418076,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Transgender (female),ambiguous,mapped,True,1,1,NCT04646291,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Transgender (female-to-male),ambiguous,mapped,True,1,1,NCT04154150,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Transgender (male to female),ambiguous,mapped,True,1,1,NCT04418076,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Transgender (male),ambiguous,mapped,True,1,1,NCT04646291,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Transgender FTM,gender_diverse,mapped,True,1,1,NCT05127837,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Transgender Female (MTF),ambiguous,mapped,True,1,1,NCT04625686,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Transgender Female (Male to Female),ambiguous,mapped,True,1,1,NCT05470400,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Transgender Female to Male,ambiguous,mapped,True,1,1,NCT02701049,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Transgender Female/Transgender Woman,ambiguous,mapped,True,1,1,NCT04742491,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Transgender Female/Transwoman/Male-to-Female,ambiguous,mapped,True,1,1,NCT05609032,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Transgender MTF,gender_diverse,mapped,True,1,1,NCT05127837,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Transgender Male (FTM),ambiguous,mapped,True,1,1,NCT04625686,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
